回测数据基于币安usdt现货的分钟数据
para,累计净值,年化收益,最大回撤,年化收益回撤比
"[100, 3.5]",272.29682347851497,3.6871828966111213,-0.6325802748473398,5.828798404283072
"[120, 2.5]",307.34031821995166,3.8461639030075583,-0.7612231841013528,5.052610040441782
"[100, 2.0]",270.3305958165968,3.677833118943706,-0.735149701078345,5.002835631367222
"[760, 2.0]",332.76355528357544,3.953453999360823,-0.8072279804166287,4.8975680913839925
"[80, 1.0]",258.5517077957549,3.643840094102309,-0.7503401081003161,4.856251258282929
"[100, 1.5]",312.13881608743554,3.891197456878425,-0.8087589483196949,4.811319200811205
"[740, 2.0]",274.42947539325615,3.69726891817787,-0.7997528045981034,4.623014632672459
"[680, 1.0]",292.78961857337134,3.805712795660841,-0.8298420815299579,4.586068699534192
"[80, 4.0]",72.1541973011196,2.250836155065128,-0.49198132818245943,4.575043860669379
"[140, 2.0]",205.3423116669308,3.3365322467515233,-0.7458386386280562,4.473530967621839
"[460, 1.5]",246.7191135251826,3.584287366678457,-0.8017437073178686,4.470614903444935
"[380, 2.0]",169.4362313397981,3.1128609052613516,-0.6995711552543233,4.449670175623088
"[780, 2.0]",257.3206417010598,3.6146933635845855,-0.8174836882800398,4.421731485786325
"[740, 3.5]",87.93011004661041,2.432858937222745,-0.5691498967443666,4.274548675382547
"[80, 1.5]",170.69138175285764,3.141812822718201,-0.7529830971705803,4.172487848032605
"[120, 3.0]",187.2362431122968,3.2276326292261786,-0.7932691527899177,4.068773653777706
"[360, 2.5]",158.42256547029842,3.037399220927208,-0.7471383679613599,4.065377112428383
"[480, 1.5]",200.9229396855005,3.332140020532548,-0.8210563306138834,4.058357382180088
"[700, 1.0]",192.6433688886757,3.2822021315045875,-0.8209640999433819,3.9979849688079487
"[740, 1.0]",199.34337611312705,3.3227295873671503,-0.8436649027740637,3.938447097232144
"[880, 2.0]",196.1196054587202,3.2819721066232894,-0.8350120807919312,3.9304486511268726
"[900, 2.0]",225.17659961865976,3.448113636371045,-0.8783502039746004,3.925670673004996
"[720, 1.0]",172.20590175160345,3.1519058585279778,-0.8121832710315886,3.8807815562669834
"[800, 2.0]",168.26927183483264,3.105036723903879,-0.8089495613234603,3.838356397429732
"[820, 2.0]",170.56870712100817,3.120416642987875,-0.8216973378326315,3.7975255599811386
"[900, 3.5]",113.51647808746809,2.6831329910408885,-0.706745189005316,3.7964644581693876
