回测数据基于币安usdt现货的分钟数据
para,累计净值,年化收益,最大回撤,年化收益回撤比
"[200, 1.5, 0.3]",953.4170107348459,5.602135450841799,-0.8123152999924752,6.896503673996653
"[440, 1.9, 0.3]",731.0970171292569,5.136424233371759,-0.7460340712873137,6.884972725855053
"[220, 2.9, 0.1]",676.0794929222809,5.021530422051007,-0.7313973414030408,6.8656667693352516
"[220, 4.7, 0.4]",90.59905208425252,2.461122406386511,-0.36465482260230286,6.74918375910427
"[420, 2.1, 0.1]",993.7744423412227,5.6957280902362415,-0.8460923951947485,6.731803905323168
"[160, 1.3, 0.3]",770.0568886729974,5.224831978482508,-0.7892840759482097,6.619710364998349
"[140, 3.1, 0.2]",548.7501663302854,4.6851098450004365,-0.7208266460539587,6.499634649535034
"[200, 1.5, 0.1]",877.7726983343564,5.453468774073298,-0.8405917937497742,6.487654072550554
"[540, 2.3, 0.2]",502.56166841326785,4.549044857655451,-0.7042989439430265,6.458968733060376
"[420, 1.9, 0.2]",573.95545784859,4.740630889400058,-0.7358712097640555,6.442201877853137
"[180, 3.7, 0.6]",201.68935955617036,3.3149401358013506,-0.5169140419550681,6.412942707579796
"[180, 4.3, 0.4]",191.4737359751465,3.253587397573816,-0.5102369664508126,6.376620299006629
"[200, 1.7, 0.3]",766.8057458415796,5.217580084383257,-0.8189813233230252,6.370816935376342
"[420, 1.9, 0.3]",549.9181807331737,4.673362368189452,-0.7384369747309358,6.328722054976032
"[200, 1.5, 0.4]",775.9754286152802,5.237976936052921,-0.8277463850719369,6.327997355853997
"[240, 1.7, 0.3]",521.9026250716998,4.592216340732666,-0.7271718331281857,6.315173569055378
"[40, 3.1, 0.2]",222.9917300564445,3.4359722363273733,-0.5450848667160397,6.303554631828244
"[860, 3.1, 0.1]",188.79642264954163,3.2371170567551326,-0.5182632366479427,6.246086598178124
"[160, 2.5, 0.1]",526.5144816459255,4.6206871606839774,-0.7416198754530697,6.230533071758779
"[260, 1.7, 0.1]",578.3643995565211,4.752746804596525,-0.7628905622828939,6.22991951869778
