回测数据基于币安usdt现货的分钟数据
para,累计净值,年化收益,最大回撤,年化收益回撤比
"[360, 3.0]",51.00830437472834,1.954427324414235,-0.5602567799008734,3.488449215661492
"[500, 1.5]",52.057449989231515,1.972207686551482,-0.5740237526782517,3.4357597178682115
"[460, 1.5]",49.65042115387042,1.9336930095622384,-0.5859350171696809,3.3001833870636554
"[340, 1.5]",47.878319558729295,1.9044639805287522,-0.6264639813764403,3.040021513039495
"[420, 2.0]",65.47126623355148,2.16600181534861,-0.7137101631052304,3.034847935925009
"[340, 3.5]",32.05108676489486,1.599415899385983,-0.5289301442462973,3.0238698186980475
"[360, 1.5]",39.21798704155661,1.749109269165091,-0.5827744239842336,3.0013487160383883
"[480, 1.5]",40.91193156698013,1.781324550212846,-0.6537509325394555,2.7247755399650444
"[360, 3.5]",22.815325722112796,1.3670419881652731,-0.502987324997703,2.7178457989403926
"[460, 2.0]",42.82492196197181,1.8165639641893851,-0.669726760229747,2.712395669490973
"[520, 1.5]",41.711849167615036,1.7962021486874025,-0.6679641641912155,2.6890696312462814
"[440, 1.5]",46.4574604378515,1.8804568203354948,-0.7176205735087902,2.6204053921434305
"[920, 1.5]",39.82268715457265,1.7607230619839576,-0.7020280330065434,2.508052355749085
"[380, 3.0]",25.855374933134357,1.4500381685003627,-0.589055686475464,2.4616317298903816
"[360, 1.0]",31.195951581930718,1.5811295616721708,-0.6441250754887133,2.454693384623366
"[400, 2.0]",34.42729550159108,1.6521797127217184,-0.6767340611308281,2.441401737576076
"[720, 2.5]",31.009286196882137,1.5758580110537177,-0.6574069504759026,2.3970814575552333
"[320, 1.5]",45.69968419925623,1.8674351091322912,-0.7823220181715145,2.387041481328829
"[680, 2.0]",32.90723807757649,1.6193876650314523,-0.6918306217230719,2.3407285167548797
"[400, 2.5]",32.4420358596499,1.6081131477252892,-0.692678469413367,2.3215867371873253
"[300, 1.5]",41.32758096888493,1.7890812204612292,-0.7781091856630588,2.299267575072616
"[360, 2.0]",28.439714508054536,1.5161800382558073,-0.6599984803014488,2.297247771787754
"[520, 1.0]",31.014805622195276,1.5769915255338058,-0.7042546834542455,2.23923470100183
"[940, 1.5]",35.210673251870624,1.6686712678413231,-0.7577214560678713,2.202222537686534
"[440, 2.0]",35.02958043489694,1.6648827338677146,-0.7590014163970504,2.193517295093923
"[480, 2.0]",31.80542098613845,1.5949255161768994,-0.7310837560449224,2.181590690518498
"[380, 1.0]",24.14770477454306,1.4052867044363633,-0.6467590659878879,2.172813306126397
"[560, 1.5]",32.40994712883563,1.6084216450358944,-0.7409684756777724,2.1707018555204427
"[540, 1.5]",27.18629987294423,1.485126813775108,-0.6887165384437892,2.156368739352292
"[680, 1.5]",31.365708052652273,1.584991649094892,-0.7393202311143157,2.143849961614017
"[700, 2.5]",29.37236645997181,1.5376566629276387,-0.7231161022247655,2.126431230333314
"[680, 2.5]",29.28962746231556,1.535685210612519,-0.7231161022247652,2.123704901450506
"[420, 1.5]",25.83487266274317,1.4504605089675575,-0.698025729504355,2.077947055042629
